"word","oldword","strokes","pinyin","radicals"
"禁","禁","13","jìn","示"
"靳","靳","13","jìn","革"
"觐","觩","15","jìn","见"
"噤","噤","16","jìn","口"
"尽","儘","6","jìn","尸"
"劲","勁","7","jìn","力"
"妗","妗","7","jìn","女"
"近","近","7","jìn","辶"
"进","適","7","jìn","辶"
"荩","藎","9","jìn","艹"
"俠","俠","8","jìn",""
"馑","饉","14","jǐn","饣"
"槿","槿","15","jǐn","木"
"瑾","瑾","15","jǐn","王"
"仅","僪","4","jǐn","亻"
"卺","卺","8","jǐn","厄"
"巹","巹","8","jǐn",""
"紧","緊","10","jǐn","糸"
"堇","堇","11","jǐn","土"
"厪","厪","8","jǐn",""
"谨","謹","13","jǐn","讠"
"锦","錦","13","jǐn","钅"
"廑","廑","14","jǐn","广"
"黷","黷","8","jīn",""
"筋","筋","12","jīn","竹"
"襟","襟","18","jīn","衤"
"巾","巾","3","jīn","巾"
"今","今","4","jīn","人"
"斤","斤","4","jīn","斤"
"钅","钅","4","jīn",""
"兓","兓","4","jīn",""
"金","金","8","jīn","金"
"釒","釒","8","jīn",""
"津","津","9","jīn","氵"
"矜","矜","9","jīn","矛"
"衿","衿","9","jīn","衤"
"胫","脛","9","jìnɡ","月"
"痉","痙","10","jìnɡ","疒"
"竞","競","10","jìnɡ","立"
"逕","逕","10","jìnɡ",""
"婧","婧","11","jìnɡ","女"
"竟","竟","11","jìnɡ","立"
"敬","敬","12","jìnɡ","攵"
"靖","靖","13","jìnɡ","青"
"境","境","14","jìnɡ","土"
"獍","獍","14","jìnɡ","犭"
"静","静","14","jìnɡ","青"
"镜","鐁","16","jìnɡ","钅"
"净","凈","8","jìnɡ","冫"
"弪","弳","8","jìnɡ","弓"
"径","徑","8","jìnɡ","彳"
"迳","迳","8","jìnɡ",""
"肼","肼","8","jǐnɡ","月"
"颈","頸","11","jǐnɡ","页"
"景","景","12","jǐnɡ","日"
"儆","儆","14","jǐnɡ","亻"
"憬","憬","15","jǐnɡ","忄"
"警","警","19","jǐnɡ","言"
"井","井","4","jǐnɡ","二"
"阱","宑","6","jǐnɡ","阝"
"刭","剄","7","jǐnɡ","刂"
"猻","猻","11","jīnɡ",""
"巠","巠","10","jīnɡ",""
"京","京","8","jīnɡ","亠"
"泾","涇","8","jīnɡ","氵"
"经","經","8","jīnɡ","纟"
"茎","莖","8","jīnɡ","艹"
"荆","荆","9","jīnɡ","艹"
"惊","驚","11","jīnɡ","忄"
"旌","旌","11","jīnɡ","方"
"菁","菁","11","jīnɡ","艹"
"晶","晶","12","jīnɡ","日"
"腈","腈","12","jīnɡ","月"
"睛","睛","13","jīnɡ","目"
"粳","粇","13","jīnɡ","米"
"兢","兢","14","jīnɡ","儿"
"精","精","14","jīnɡ","米"
"鲸","鰈","16","jīnɡ","鱼"
"鼱","鼱","16","jīnɡ",""
"靑","靑","9","jīnɡ",""
"迥","逈","8","jiǒnɡ","辶"
"炯","焝","9","jiǒnɡ","火"
"窘","窘","12","jiǒnɡ","穴"
"冏","冏","16","jiōnɡ",""
"扃","扃","9","jiōnɡ","户"
"冋","冋","8","jiōnɡ",""
"旧","舊","5","jiù","日"
"臼","臼","6","jiù","臼"
"咎","咎","8","jiù","口"
"疚","疚","8","jiù","疒"
"柩","柩","9","jiù","木"
"桕","桕","10","jiù","木"
"厩","廄","11","jiù","厂"
"救","捄","11","jiù","攵"
"就","就","12","jiù","尢"
"舅","舅","13","jiù","臼"
"僦","僦","14","jiù","亻"
"鹫","鷲","17","jiù","鸟"
"厃","厃","8","jiù",""
"韭","韮","9","jiǔ","韭"
"酒","酒","10","jiǔ","酉"
"灸","灸","7","jiǔ","火"
"玖","玖","7","jiǔ","王"
"九","九","2","jiǔ","丿"
"久","久","3","jiǔ","丿"
"纠","糾","5","jiū","纟"
"究","究","7","jiū","穴"
"鸠","鴉","7","jiū","鸟"
"赳","赳","9","jiū","走"
"阄","鬮","10","jiū","门"
"啾","啾","12","jiū","口"
"揪","揫","12","jiū","扌"
"樛","樛","15","jiū","木"
"鬏","鬏","19","jiū","髟"
"局","局","7","jú","尸"
"狊","狊","17","jú",""
"桔","桔","10","jú","木"
"焗","焗","10","jú",""
"菊","菊","11","jú","艹"
"輂","輂","10","jú",""
"橘","橘","16","jú","木"
"锯","鋸","13","jù","钅"
"醵","醵","20","jù","酉"
"犋","犋","12","jù","牜"
"飓","飠","12","jù","风"
"豦","豦","11","jù",""
"惧","懼","11","jù","忄"
"据","據","11","jù","扌"
"距","距","11","jù","足"
"窭","竚","14","jù","穴"
"聚","聚","14","jù","耳"
"屦","屨","15","jù","尸"
"踞","踞","15","jù","足"
"遽","遽","16","jù","辶"
"句","句","5","jù","口"
"巨","巨","4","jù","工"
"讵","詎","6","jù","讠"
"拒","拒","7","jù","扌"
"洰","洰","7","jù",""
"苣","苣","7","jù","艹"
"具","具","8","jù","八"
"炬","炬","8","jù","火"
"钜","鋸","9","jù","钅"
"俱","俱","10","jù","亻"
"倨","倨","10","jù","亻"
"冣","冣","10","jù",""
"剧","劇","10","jù","刂"
"咀","咀","8","jǔ","口"
"沮","沮","8","jǔ","氵"
"举","舉","9","jǔ","丶"
"矩","榘","9","jǔ","矢"
"莒","莒","9","jǔ","艹"
"榉","櫸","13","jǔ","木"
"龃","齟","13","jǔ","齿"
"踽","踽","16","jǔ","足"
"媕","媕","8","jū",""
"匊","匊","8","jū",""
"居","居","8","jū","尸"
"拘","拘","8","jū","扌"
"椐","椐","12","jū","木"
"琚","琚","12","jū","王"
"趄","趄","12","jū","走"
"锔","鋦","12","jū","钅"
"裾","裾","13","jū","衤"
"雎","雎","13","jū","隹"
"踘","踘","8","jū",""
"鞠","鞠","17","jū","革"
"鞫","鞫","18","jū","革"
"狙","狙","8","jū","犭"
"苴","苴","8","jū","艹"
"驹","駒","8","jū","马"
"疽","疽","10","jū","疒"
"掬","掬","11","jū","扌"
"刪","刪","8","jū",""
"羋","羋","8","jū",""
"劵","劵","8","juàn",""
"弮","弮","8","juàn",""
"倦","勌","10","juàn","亻"
"桊","桊","10","juàn","木"
"狷","獧","10","juàn","犭"
"绢","絹","10","juàn","纟"
"卷","卷","8","juàn","厄"
"眷","瞔","11","juàn","目"
"鄄","鄄","11","juàn","阝"
"襫","襫","15","juàn",""
"捲","捲","8","juǎn",""
"锩","錈","13","juǎn","钅"
"镌","鐫","14","juān","钅"
"蠲","蠲","23","juān","虫"
"娟","娟","10","juān","女"
"捐","捐","10","juān","扌"
"涓","涓","10","juān","氵"
"鹃","鵱","12","juān","鸟"
"亅","亅","15","jué",""
"孓","孓","3","jué","子"
"决","决","6","jué","冫"
"诀","詄","6","jué","讠"
"抉","抉","7","jué","扌"
"珏","玨","9","jué","王"
"绝","絶","9","jué","纟"
"觉","觴","9","jué","见"
"欮","欮","6","jué",""
"崛","崛","11","jué","山"
"掘","掘","11","jué","扌"
"桷","桷","11","jué","木"
"觖","觖","11","jué","角"
"傕","傕","11","jué",""
"厥","厥","12","jué","厂"
"镢","鐝","17","jué","钅"
"獗","獗","15","jué","犭"
"蕨","蕨","15","jué","艹"
"劂","劂","14","jué","刂"
"谲","議","14","jué","讠"
"矍","矍","20","jué","目"
"橛","橜","16","jué","木"
"爵","爵","17","jué","爫"
"爝","爝","21","jué","火"
"攫","攫","23","jué","扌"
"倔","倔","10","juè","亻"
"蹶","躡","19","juě","足"
"噘","噘","15","juē","口"
"撅","撅","15","juē","扌"
"隽","隽","10","jùn","隹"
"馂","馂","10","jùn",""
"骏","騟","10","jùn","马"
"竣","竣","12","jùn","立"
"俊","儁","9","jùn","亻"
"郡","郡","9","jùn","阝"
"峻","峻","10","jùn","山"
"捃","捃","10","jùn","扌"
"军","軍","6","jūn","冖"
"君","君","7","jūn","口"
"均","均","7","jūn","土"
"钧","鈞","9","jūn","钅"
"麇","麕","16","jūn","鹿"
"皲","皸","11","jūn","皮"
"菌","菌","11","jūn","艹"
"筠","筠","13","jūn","竹"
"碼","碼","7","jūn",""
"卡","卡","5","kǎ","卜"
"佧","佧","7","kǎ","亻"
"胩","胩","9","kǎ","月"
"咔","咔","8","kā","口"
"咖","咖","8","kā","口"
"喀","喀","12","kā","口"
"忾","愾","7","kài","忄"
"锴","鍇","14","kǎi","钅"
"凯","刾","8","kǎi","几"
"剀","剴","8","kǎi","刂"
"垲","塶","9","kǎi","土"
"恺","愷","9","kǎi","忄"
"铠","鎧","11","kǎi","钅"
"慨","慨","12","kǎi","忄"
"蒈","蒈","12","kǎi","艹"
"楷","楷","13","kǎi","木"
"锎","鐦","12","kāi","钅"
"开","開","4","kāi","廾"
"揩","揩","12","kāi","扌"
"阚","阹","14","kàn","门"
"瞰","瞰","16","kàn","目"
"看","看","9","kàn","目"
"坎","坎","7","kǎn","土"
"侃","侃","8","kǎn","亻"
"砍","砍","9","kǎn","石"
"莰","莰","10","kǎn","艹"
"槛","檻","14","kǎn","木"
"農","農","12","kǎn",""
"刊","刊","5","kān","刂"
"勘","勘","11","kān","力"
"龛","龕","11","kān","龙"
"堪","堪","12","kān","土"
"戡","戡","13","kān","戈"
"扛","摃","6","kánɡ","扌"
"亢","亢","4","kànɡ","亠"
"伉","伉","6","kànɡ","亻"
"抗","抗","7","kànɡ","扌"
"炕","炕","8","kànɡ","火"
"钪","鈧","9","kànɡ","钅"
"闶","閌","7","kānɡ","门"
"康","康","11","kānɡ","广"
"慷","忼","14","kānɡ","忄"
"槺","槺","14","kānɡ",""
"糠","穅","17","kānɡ","米"
"鱧","鱧","22","kānɡ","魚"
"铐","鋎","11","kào","钅"
"犒","犒","14","kào","牜"
"靠","靠","15","kào","非"
"考","考","6","kǎo","聅"
"拷","拷","9","kǎo","扌"
"栲","栲","10","kǎo","木"
"烤","烤","10","kǎo","火"
"尻","尻","5","kāo","尸"
"壳","殻","7","ké","士"
"咳","咳","9","ké","口"
"巔","巔","9","ké",""
"客","客","9","kè","宀"
"恪","愙","9","kè","忄"
"课","課","10","kè","讠"
"氪","氪","11","kè","气"
"骒","騭","11","kè","马"
"缂","緙","12","kè","纟"
"克","剋","7","kè","十"
"刻","刻","8","kè","刂"
"溘","溘","13","kè","氵"
"锞","錁","13","kè","钅"
"渴","渴","12","kě","氵"
"可","可","5","kě","口"
"岢","岢","8","kě","山"
"坷","坷","8","kě","土"
"屙","屙","10","kē","尸"
"苛","苛","8","kē","艹"
"柯","柯","9","kē","木"
"珂","珂","9","kē","王"
"科","科","9","kē","禾"
"轲","輛","9","kē","车"
"疴","疴","10","kē","疒"
"钶","鈳","10","kē","钅"
"棵","棵","12","kē","木"
"痾","痾","9","kē",""
"髁","髁","17","kē","骨"
"稞","稞","13","kē","禾"
"窠","窠","13","kē","穴"
"颗","顆","14","kē","页"
"瞌","瞌","15","kē","目"
"磕","磕","15","kē","石"
"蝌","蝌","15","kē","虫"
"嗑","嗑","13","kē","口"
"颏","顆","12","kē","页"
"裉","褃","11","kèn","衤"
"肯","胓","8","kěn","月"
"垦","墾","9","kěn","土"
"恳","懇","10","kěn","心"
"啃","齦","11","kěn","口"
"坑","坑","7","kēnɡ","土"
"吭","吭","7","kēnɡ","口"
"铿","鏷","12","kēnɡ","钅"
"誹","誹","7","kēnɡ",""
"控","控","11","kònɡ","扌"
"孔","孔","4","kǒnɡ","子"
"恐","恐","10","kǒnɡ","心"
"箜","箜","14","kōnɡ","竹"
"空","空","8","kōnɡ","穴"
"倥","倥","10","kōnɡ","亻"
"崆","崆","11","kōnɡ","山"
"錳","錳","8","kōnɡ",""
"漚","漚","11","kòu",""
"蔻","蔻","14","kòu","艹"
"叩","敂","5","kòu","口"
"扣","扣","6","kòu","扌"
"寇","寇","11","kòu","宀"
"筘","窛","12","kòu","竹"
"口","口","3","kǒu","口"
"竘","竘","8","kǒu",""
"抠","摳","7","kōu","扌"
"芤","芤","7","kōu","艹"
"眍","瞘","9","kōu","目"
"库","庫","7","kù","广"
"绔","絝","9","kù","纟"
"喾","嚳","12","kù","口"
"裤","褲","12","kù","衤"
"酷","酷","14","kù","酉"
"苦","苦","8","kǔ","艹"
"刳","刳","8","kū","刂"
"枯","枯","9","kū","木"
"哭","哭","10","kū","口"
"堀","堀","11","kū","土"
"窟","窟","13","kū","穴"
"骷","骷","14","kū","骨"
"挎","挎","9","kuà","扌"
"胯","胯","10","kuà","月"
"跨","跨","13","kuà","足"
"侉","唀","8","kuǎ","亻"
"垮","垮","9","kuǎ","土"
"夸","夸","6","kuā","大"
"块","塳","7","kuài","土"
"快","快","7","kuài","忄"
"侩","儈","8","kuài","亻"
"郐","鄶","8","kuài","阝"
"哙","噲","9","kuài","口"
"狯","獪","9","kuài","犭"
"脍","膾","10","kuài","月"
"筷","筷","13","kuài","竹"
"鲙","鲙","13","kuài",""
"蒯","蒯","13","kuǎi","艹"
"款","歟","12","kuǎn","欠"
"宽","寬","10","kuān","宀"
"髋","髖","19","kuān","骨"
"狂","狂","7","kuánɡ","犭"
"诳","課","9","kuánɡ","讠"
"邝","鄺","5","kuànɡ","阝"
"圹","壙","6","kuànɡ","土"
"纩","纊","6","kuànɡ","纟"
"况","況","7","kuànɡ","冫"
"旷","曠","7","kuànɡ","日"
"矿","祐","8","kuànɡ","石"
"眶","眶","11","kuànɡ","目"
"贶","賚","9","kuànɡ","贝"
"框","框","10","kuànɡ","木"
"夼","夼","6","kuǎnɡ","大"
"匡","匡","6","kuānɡ","匚"
"诓","誩","8","kuānɡ","讠"
"哐","哐","9","kuānɡ","口"
"筐","筐","12","kuānɡ","竹"
"卬","卬","6","kuānɡ",""
"逵","逵","11","kuí","辶"
"髖","髖","12","kuí",""
"奎","奎","9","kuí","大"
"夔","夔","21","kuí","夂"
"馗","馗","11","kuí","首"
"喹","喹","12","kuí","口"
"揆","揆","12","kuí","扌"
"葵","葵","12","kuí","艹"
"暌","暌","13","kuí","日"
"魁","魁","13","kuí","鬼"
"睽","睽","14","kuí","目"
"蝰","蝰","15","kuí","虫"
"櫆","櫆","13","kuí",""
"匮","卼","11","kuì","匚"
"喟","喟","12","kuì","口"
"愦","憒","12","kuì","忄"
"愧","愧","12","kuì","忄"
"溃","潰","12","kuì","氵"
"蒉","蕢","12","kuì","艹"
"馈","饋","12","kuì","饣"
"篑","簣","15","kuì","竹"
"聩","聵","15","kuì","耳"
"跬","跬","13","kuǐ","足"
"岿","巋","8","kuī","山"
"悝","悝","10","kuī","忄"
"盔","盔","11","kuī","皿"
"窥","竡","13","kuī","穴"
"亏","虧","3","kuī","二"
"困","困","7","kùn","囗"
"睏","睏","10","kùn",""
"悃","悃","10","kǔn","忄"
"捆","綑","10","kǔn","扌"
"阃","閫","10","kǔn","门"
"锟","錵","13","kūn","钅"
"髡","髨","13","kūn","髟"
"鹍","鹍","8","kūn",""
"醌","醌","15","kūn","酉"
"鲲","鰄","16","kūn","鱼"
"坤","堃","8","kūn","土"
"昆","昆","8","kūn","日"
"崑","崑","8","kūn",""
"琨","琨","12","kūn","王"
"與","與","8","kūn",""
"韙","韙","10","kuò",""
"韆","韆","10","kuò",""
"扩","攗","6","kuò","扌"
"括","括","9","kuò","扌"
"蛞","蛞","12","kuò","虫"
"阔","闊","12","kuò","门"
"廓","廓","13","kuò","广"
"魎","魎","10","kuò",""
"旯","旯","6","lá","日"
"砬","磖","10","lá","石"
"剌","剌","9","là","刂"
"腊","興","12","là","月"
"瘌","瘌","14","là","疒"
"蜡","蠟","14","là","虫"
"辣","辢","14","là","辛"
"喇","喇","12","lǎ","口"
"邋","邋","18","lā","辶"
"垃","垃","8","lā","土"
"拉","拉","8","lā","扌"
"啦","啦","11","lā","口"
"来","來","7","lái","木"
"崃","崍","10","lái","山"
"徕","徠","10","lái","彳"
"涞","渮","10","lái","氵"
"莱","萺","10","lái","艹"
"梾","梾","7","lái",""
"棶","棶","7","lái",""
"铼","錸","12","lái","钅"
"騫","騫","7","lái",""
"遞","遞","7","lái",""
"黨","黨","7","lái",""
"赉","賚","11","lài","贝"
"睐","瞐","12","lài","目"
"赖","賴","13","lài","贝"
"濑","瀨","16","lài","氵"
"癞","癩","18","lài","疒"
"籁","籟","19","lài","竹"
"蘢","蘢","7","lài",""
"兰","蘭","5","lán","乺"
"岚","嵐","7","lán","山"
"拦","攔","8","lán","扌"
"栏","欄","9","lán","木"
"婪","惏","11","lán","女"
"阑","闌","12","lán","门"
"蓝","藍","13","lán","艹"
"谰","讕","14","lán","讠"
"澜","瀾","15","lán","氵"
"褴","襤","15","lán","衤"
"斓","斕","16","lán","文"
"篮","籃","16","lán","竹"
"镧","鑭","17","lán","钅"
"譭","譭","15","lán",""
"燼","燼","13","làn",""
"烂","爛","9","làn","火"
"滥","瀍","13","làn","氵"
"览","覽","9","lǎn","见"
"揽","攬","12","lǎn","扌"
"缆","纜","12","lǎn","纟"
"榄","欖","13","lǎn","木"
"漤","漤","14","lǎn","氵"
"罱","罱","14","lǎn","罒"
"懒","懶","16","lǎn","忄"
"郎","郎","8","lánɡ","阝"
"狼","狼","10","lánɡ","犭"
"廊","廊","11","lánɡ","广"
"琅","瑯","11","lánɡ","王"
"阆","閬","10","lánɡ","门"
"榔","榔","12","lánɡ","木"
"稂","稂","12","lánɡ","禾"
"锒","鋤","12","lánɡ","钅"
"螂","蜋","14","lánɡ","虫"
"浪","浪","10","lànɡ","氵"
"蒗","蒗","13","lànɡ","艹"
"莨","莨","10","lànɡ","艹"
"朗","朗","10","lǎnɡ","月"
"倆","倆","7","lǎnɡ",""
"誰","誰","10","lǎnɡ",""
"啷","啷","11","lānɡ","口"
"劳","勞","7","láo","力"
"牢","牢","7","láo","牛"
"嫪","嫪","14","láo","女"
"崂","嶗","10","láo","山"
"痨","癮","12","láo","疒"
"铹","鐒","12","láo","钅"
"醪","醪","18","láo","酉"
"儀","儀","7","láo",""
"涝","澇","10","lào","氵"
"烙","烙","10","lào","火"
"耢","耮","13","lào","耒"
"酪","酪","13","lào","酉"
"唠","噝","10","lào","口"
"铑","銠","11","lǎo","钅"
"老","老","6","lǎo","老"
"佬","佬","8","lǎo","亻"
"姥","姥","9","lǎo","女"
"栳","栳","10","lǎo","木"
"捞","撈","10","lāo","扌"
"了","了","2","le","乙"
"仂","仂","4","lè","亻"
"阞","阞","10","lè",""
"乐","樂","5","lè","丿"
"叻","叻","5","lè","口"
"泐","泐","7","lè","氵"
"勒","勒","11","lè","力"
"鳓","鳓","11","lè","鱼"
"榮","榮","5","lè",""
"頻","頻","11","lei",""
"嘞","嘞","14","lei","口"
"雷","靬","13","léi","雨"
"嫘","嫘","14","léi","女"
"缧","縲","14","léi","纟"
"畾","畾","13","léi",""
"檑","檑","17","léi","木"
"镭","鑔","18","léi","钅"
"羸","羸","19","léi","羊"
"肋","肋","6","lèi","月"
"泪","涙","8","lèi","氵"
"类","類","9","lèi","米"
"累","纍","11","lèi","糸"
"酹","酹","14","lèi","酉"
"擂","祑","16","lèi","扌"
"磊","磊","15","lěi","石"
"蕾","蕾","16","lěi","艹"
"儡","儡","17","lěi","亻"
"厽","厽","13","lěi",""
"耒","耒","6","lěi","耒"
"诔","誧","8","lěi","讠"
"垒","壘","9","lěi","土"
"塄","塄","12","lénɡ","土"
"棱","棱","12","lénɡ","木"
"楞","楞","13","lénɡ","木"
"薺","薺","12","lénɡ",""
"愣","愣","12","lènɡ","忄"
"冷","冷","7","lěnɡ","冫"
"甪","甪","10","li",""
"厘","釐","9","lí","厂"
"梨","棃","11","lí","木"
"狸","狸","10","lí","犭"
"离","離","10","lí","忄"
"褵","褵","14","lí",""
"鲡","鱺","15","lí","鱼"
"黎","黎","15","lí","黍"
"篱","籬","16","lí","竹"
"骊","髉","10","lí","马"
"犁","犂","11","lí","牛"
"喱","喱","12","lí","口"
"鹂","鹺","12","lí","鸟"
"漓","灕","13","lí","氵"
"缡","縭","13","lí","纟"
"蓠","蘺","13","lí","艹"
"蜊","蜊","13","lí","虫"
"嫠","嫠","14","lí","女"
"璃","琾","14","lí","王"
"黧","黧","20","lí","黑"
"蠡","蠡","21","lí","虫"
"罹","罹","16","lí","罒"
"藜","藜","18","lí","艹"
"釐","釐","18","lí","褃"
"莢","莢","10","lí",""
"術","術","14","lí",""
"鴈","鴈","10","lì",""
"蝕","蝕","10","lì",""
"硃","硃","8","lì",""
"蓋","蓋","10","lì",""
"鉾","鉾","10","lì",""
"脷","脷","11","lì",""
"莉","莉","10","lì","艹"
"秝","秝","10","lì",""
"莅","涖","10","lì","艹"
"唳","唳","11","lì","口"
"笠","笠","11","lì","竹"
"粒","粒","11","lì","米"
"粝","糲","11","lì","米"
"蛎","蠣","11","lì","虫"
"傈","傈","12","lì","亻"
"厤","厤","10","lì",""
"痢","痢","12","lì","疒"
"詈","詈","12","lì","言"
"疠","皁","8","lì","疒"
"雳","雳","12","lì","雨"
"溧","溧","13","lì","氵"
"力","力","2","lì","力"
"历","歷","4","lì","厂"
"厉","厲","5","lì","厂"
"立","立","5","lì","立"
"吏","吏","6","lì","口"
"丽","麗","7","lì","丶"
"利","利","7","lì","刂"
"励","勵","7","lì","力"
"呖","嚦","7","lì","口"
"坜","壢","7","lì","土"
"沥","瀝","7","lì","氵"
"苈","藶","7","lì","艹"
"例","例","8","lì","亻"
"戾","戾","8","lì","户"
"枥","櫪","8","lì","木"
"隶","隸","8","lì","隶"
"俐","俐","9","lì","亻"
"俪","儷","9","lì","亻"
"栎","櫟","9","lì","木"
"疬","癧","9","lì","疒"
"荔","荔","9","lì","艹"
"轹","轢","9","lì","车"
"郦","醔","9","lì","阝"
"悧","悧","8","lì",""
"栗","栗","10","lì","木"
"猁","猁","10","lì","犭"
"砺","祕","10","lì","石"
"砾","礫","10","lì","石"
"篥","篥","16","lì","竹"
"瓅","瓅","10","lì",""
"礼","秠","5","lǐ","礻"
"李","李","7","lǐ","木"
"里","褃","7","lǐ","里"
"俚","俚","9","lǐ","亻"
"哩","哩","10","lǐ","口"
"娌","娌","10","lǐ","女"
"逦","邐","10","lǐ","辶"
"理","理","11","lǐ","王"
"锂","鋰","12","lǐ","钅"
"鲤","鯉","15","lǐ","鱼"
"澧","澧","16","lǐ","氵"
"醴","醴","20","lǐ","酉"
"鳢","鱧","21","lǐ","鱼"
"唎","唎","7","lī",""
"奁","妝","7","lián","大"
"连","遙","7","lián","辶"
"帘","簾","8","lián","巾"
"怜","憐","8","lián","忄"
"涟","漣","10","lián","氵"
"莲","蓮","10","lián","艹"
"梿","梿","10","lián",""
"联","聯","12","lián","耳"
"裢","褳","12","lián","衤"
"廉","亷","13","lián","广"
"鲢","鰱","15","lián","鱼"
"濂","濂","16","lián","氵"
"臁","臁","17","lián","月"
"镰","鎌","18","lián","钅"
"蠊","蠊","19","lián","虫"
"鐮","鐮","10","lián",""
"链","鏈","12","liàn","钅"
"楝","楝","13","liàn","木"
"潋","瀲","14","liàn","氵"
"练","練","8","liàn","纟"
"炼","煉","9","liàn","火"
"恋","宒","10","liàn","心"
"殓","殮","11","liàn","歹"
"敛","斂","11","liǎn","攵"
"琏","璱","11","liǎn","王"
"脸","臉","11","liǎn","月"
"裣","襝","12","liǎn","衤"
"蔹","蘞","14","liǎn","艹"
