"word","oldword","strokes","pinyin","radicals"
"萧","蕭","11","xiāo","艹"
"哓","嘵","9","xiāo","口"
"枵","枵","9","xiāo","木"
"骁","驍","9","xiāo","马"
"宵","宵","10","xiāo","宀"
"消","消","10","xiāo","氵"
"绡","綃","10","xiāo","纟"
"逍","逍","10","xiāo","辶"
"鸮","鸮","10","xiāo",""
"霄","霄","15","xiāo","雨"
"魈","魈","16","xiāo","鬼"
"销","鋘","12","xiāo","钅"
"潇","瀟","14","xiāo","氵"
"箫","簫","14","xiāo","竹"
"硝","硝","12","xiāo","石"
"枭","梟","8","xiāo","木"
"蟬","蟬","12","xiāo",""
"协","協","6","xié","十"
"邪","邪","6","xié","阝"
"胁","脅","8","xié","月"
"偕","偕","11","xié","亻"
"斜","斜","11","xié","斗"
"谐","謈","11","xié","讠"
"携","攜","13","xié","扌"
"勰","勰","15","xié","力"
"撷","攛","15","xié","扌"
"缬","纈","15","xié","纟"
"鞋","韕","15","xié","革"
"泄","洩","8","xiè","氵"
"泻","瀉","8","xiè","氵"
"屑","屑","10","xiè","尸"
"械","械","11","xiè","木"
"禼","禼","8","xiè",""
"绁","紲","8","xiè","纟"
"卸","卸","9","xiè","卩"
"洩","洩","9","xiè","氵"
"糹","糹","8","xiè",""
"渫","渫","12","xiè","氵"
"亵","襝","12","xiè","亠"
"谢","謝","12","xiè","讠"
"榍","榍","14","xiè","木"
"榭","榭","14","xiè","木"
"韰","韰","8","xiè",""
"廨","廨","16","xiè","广"
"懈","懈","16","xiè","忄"
"澥","澥","16","xiè",""
"獬","獬","16","xiè","犭"
"薤","薤","16","xiè","艹"
"邂","邂","16","xiè","辶"
"燮","爕","17","xiè","火"
"瀣","瀣","19","xiè","氵"
"蟹","蠏","19","xiè","虫"
"屭","屭","19","xiè",""
"躞","躞","24","xiè","足"
"写","冩","5","xiě","冖"
"寫","寫","5","xiě",""
"些","些","8","xiē","二"
"楔","楔","13","xiē","木"
"歇","歇","13","xiē","欠"
"蝎","蠍","15","xiē","虫"
"囟","囟","6","xìn","囗"
"信","信","9","xìn","亻"
"衅","衅","11","xìn","血"
"舋","舋","9","xìn",""
"锌","鋅","12","xīn","钅"
"新","新","13","xīn","斤"
"歆","歆","13","xīn","欠"
"薪","薪","16","xīn","艹"
"馨","馨","20","xīn","香"
"鑫","鑫","24","xīn","金"
"心","心","4","xīn","心"
"忻","忻","7","xīn","忄"
"芯","芯","7","xīn","艹"
"辛","辛","7","xīn","辛"
"昕","昕","8","xīn","日"
"欣","俽","8","xīn","欠"
"刑","刑","6","xínɡ","刂"
"行","行","6","xínɡ","行"
"邢","邢","6","xínɡ","阝"
"形","形","7","xínɡ","彡"
"陉","陘","7","xínɡ","阝"
"型","型","9","xínɡ","土"
"硎","硎","11","xínɡ","石"
"杏","杏","7","xìnɡ","木"
"姓","姓","8","xìnɡ","女"
"幸","幸","8","xìnɡ","干"
"性","性","8","xìnɡ","忄"
"荇","莕","9","xìnɡ","艹"
"倖","倖","8","xìnɡ",""
"悻","悻","11","xìnɡ","忄"
"醒","醒","16","xǐnɡ","酉"
"擤","擤","17","xǐnɡ","扌"
"腥","腥","13","xīnɡ","月"
"蛵","蛵","9","xīnɡ",""
"兴","興","6","xīnɡ","八"
"星","星","9","xīnɡ","日"
"惺","惺","12","xīnɡ","忄"
"猩","猩","12","xīnɡ","犭"
"雄","雄","12","xiónɡ","隹"
"熊","熊","14","xiónɡ","灬"
"胸","胷","10","xiōnɡ","月"
"凶","凶","4","xiōnɡ","凵"
"兄","兄","5","xiōnɡ","儿"
"兇","兇","5","xiōnɡ",""
"匈","匈","6","xiōnɡ","勹"
"芎","芎","6","xiōnɡ","艹"
"汹","洶","7","xiōnɡ","氵"
"嗅","嗅","13","xiù","口"
"秀","秀","7","xiù","禾"
"岫","岫","8","xiù","山"
"绣","綉","10","xiù","纟"
"袖","袖","10","xiù","衤"
"锈","鋚","12","xiù","钅"
"溴","溴","13","xiù","氵"
"齧","齧","9","xiù",""
"朽","朽","6","xiǔ","木"
"宿","宿","11","xiǔ","宀"
"休","休","6","xiū","亻"
"鸺","鵂","11","xiū","鸟"
"貅","貅","13","xiū","豸"
"馐","饈","13","xiū","饣"
"髹","髹","16","xiū","髟"
"羞","羞","10","xiū","羊"
"修","修","9","xiū","亻"
"咻","咻","9","xiū","口"
"庥","庥","9","xiū","广"
"蓿","蓿","14","xu","艹"
"徐","徐","10","xú","彳"
"煦","煦","13","xù","灬"
"蓄","蓄","13","xù","艹"
"洫","洫","9","xù","氵"
"勖","勗","11","xù","力"
"绪","緒","11","xù","纟"
"续","續","11","xù","纟"
"酗","酗","11","xù","酉"
"婿","壻","12","xù","女"
"溆","溆","12","xù","氵"
"絮","絮","12","xù","糸"
"旭","旭","6","xù","日"
"序","序","7","xù","广"
"叙","敘","9","xù","又"
"恤","卹","9","xù","忄"
"泆","泆","6","xù",""
"歛","歛","9","xù",""
"鄦","鄦","6","xǔ",""
"糈","糈","15","xǔ","米"
"醑","醑","6","xǔ","酉"
"许","詓","6","xǔ","讠"
"诩","詡","8","xǔ","讠"
"栩","栩","10","xǔ","木"
"縣","縣","14","xū",""
"圩","圩","6","xū","土"
"魖","魖","14","xū",""
"胥","胥","9","xū","月"
"须","須","9","xū","页"
"墟","墟","14","xū","土"
"歔","歔","14","xū",""
"顼","頊","10","xū","页"
"虚","虚","11","xū","虍"
"嘘","嘘","14","xū","口"
"需","需","14","xū","雨"
"魆","魆","14","xū",""
"戌","戌","6","xū","戈"
"盱","盱","8","xū","目"
"噓","噓","14","xū",""
"歨","歨","12","xū","欠"
"痃","痃","10","xuán","疒"
"悬","懸","11","xuán","心"
"旋","鏇","11","xuán","方"
"漩","漩","14","xuán","氵"
"璇","璿","15","xuán","王"
"玄","玄","5","xuán","玄"
"泫","泫","8","xuàn","氵"
"炫","炫","9","xuàn","火"
"绚","絢","9","xuàn","纟"
"眩","眩","10","xuàn","目"
"铉","鉩","10","xuàn","钅"
"渲","渲","12","xuàn","氵"
"楦","榗","13","xuàn","木"
"碹","碹","14","xuàn","石"
"镟","镟","10","xuàn","钅"
"癣","癬","19","xuǎn","疒"
"选","選","9","xuǎn","辶"
"暄","暄","13","xuān","日"
"煊","煊","13","xuān","火"
"瑄","瑄","12","xuān",""
"儇","儇","15","xuān","亻"
"諠","諠","12","xuān",""
"轩","軒","7","xuān","车"
"宣","宣","9","xuān","宀"
"谖","謝","11","xuān","讠"
"喧","喧","12","xuān","口"
"揎","揎","12","xuān","扌"
"萱","萲","12","xuān","艹"
"時","時","7","xuān",""
"讀","讀","12","xuān",""
"爇","爇","8","xué",""
"噱","噱","16","xué","口"
"学","壆","8","xué","子"
"泶","澩","9","xué","水"
"踅","踅","14","xué","足"
"穴","穴","5","xué","穴"
"血","血","6","xuè","血"
"烕","烕","8","xuè",""
"谑","謔","11","xuè","讠"
"雪","雪","11","xuě","雨"
"鳕","鱨","19","xuě","鱼"
"靴","韞","13","xuē","革"
"薛","薛","16","xuē","艹"
"削","削","9","xuē","刂"
"询","詢","8","xún","讠"
"峋","峋","9","xún","山"
"恂","恂","9","xún","忄"
"洵","洵","9","xún","氵"
"浔","潯","9","xún","氵"
"荀","荀","9","xún","艹"
"循","循","12","xún","彳"
"鲟","鱘","14","xún","鱼"
"燅","燅","6","xún",""
"寻","尋","6","xún","寸"
"巡","廵","6","xún","巛"
"旬","旬","6","xún","日"
"梔","梔","6","xún",""
"郇","郇","8","xún","阝"
"彐","彐","10","xún",""
"浚","瀎","10","xùn","氵"
"鑢","鑢","6","xùn",""
"驯","駔","6","xùn","马"
"徇","徇","9","xùn","彳"
"逊","遜","9","xùn","辶"
"殉","殉","10","xùn","歹"
"巽","巽","12","xùn","巳"
"蕈","蕈","15","xùn","艹"
"卂","卂","6","xùn",""
"训","訓","5","xùn","讠"
"讯","訊","5","xùn","讠"
"汛","汛","6","xùn","氵"
"迅","迅","6","xùn","辶"
"勋","勛","9","xūn","力"
"埙","塤","10","xūn","土"
"熏","熏","14","xūn","灬"
"窨","窨","14","xūn","穴"
"獯","獯","17","xūn","犭"
"薰","薰","17","xūn","艹"
"曛","曛","18","xūn","日"
"燻","燻","14","xūn",""
"醺","醺","21","xūn","酉"
"呀","呀","7","ya","口"
"牙","牙","4","yá","牙"
"伢","伢","6","yá","亻"
"岈","岈","7","yá","山"
"芽","芽","7","yá","艹"
"厓","厓","8","yá","弒"
"枒","枒","7","yá",""
"琊","琊","10","yá","王"
"蚜","蚜","10","yá","虫"
"崖","崕","11","yá","山"
"涯","涯","11","yá","氵"
"睚","睚","13","yá","目"
"衙","衙","13","yá","行"
"漲","漲","13","yá",""
"齡","齡","9","yà",""
"氩","氬","10","yà","气"
"娅","媔","9","yà","女"
"砑","砑","9","yà","石"
"揠","揠","12","yà","扌"
"亚","亞","6","yà","二"
"穵","穵","6","yà",""
"襾","襾","6","yà",""
"讶","訝","6","yà","讠"
"迓","迓","7","yà","辶"
"疋","疋","5","yǎ","疋"
"哑","啞","9","yǎ","口"
"雅","雅","12","yǎ","隹"
"押","押","8","yā","扌"
"鸦","鴉","9","yā","鸟"
"桠","椏","10","yā","木"
"鸭","鴨","10","yā","鸟"
"垭","埡","9","yā","土"
"丫","丫","3","yā","丨"
"压","壓","6","yā","厂"
"讠","讠","14","yán",""
"円","円","14","yán",""
"延","延","6","yán","廴"
"闫","闫","7","yán","门"
"严","嚴","7","yán","一"
"妍","姸","7","yán","女"
"盐","鹽","10","yán","皿"
"言","言","7","yán","言"
"岩","巖","8","yán","山"
"沿","沿","8","yán","氵"
"炎","炎","8","yán","火"
"研","研","9","yán","石"
"颜","顔","15","yán","页"
"檐","簷","17","yán","木"
"蜒","蜒","12","yán","虫"
"阎","閻","11","yán","门"
"嵒","嵒","10","yán",""
"詐","詐","10","yán",""
"鄆","鄆","8","yán",""
"厃","厃","11","yán",""
"炏","炏","12","yán",""
"阽","阽","7","yán","阝"
"猵","猵","8","yán",""
"筵","筵","12","yàn","竹"
"谚","講","11","yàn","讠"
"滟","灔","13","yàn","氵"
"酽","釅","14","yàn","酉"
"谳","讞","15","yàn","讠"
"餍","餍","12","yàn","厂"
"厌","厭","6","yàn","厂"
"妟","妟","6","yàn",""
"彦","彦","9","yàn","彡"
"砚","硯","9","yàn","石"
"唁","唁","10","yàn","口"
"宴","讌","10","yàn","宀"
"晏","晏","10","yàn","日"
"艳","苂","10","yàn","色"
"验","驗","10","yàn","马"
"燕","燕","16","yàn","灬"
"赝","贋","16","yàn","贝"
"鬳","鬳","6","yàn",""
"堰","堰","12","yàn","土"
"焰","燄","12","yàn","火"
"焱","焱","12","yàn","火"
"雁","雁","12","yàn","隹"
"嚥","嚥","16","yàn",""
"鼹","齜","23","yǎn","鼠"
"衍","衍","9","yǎn","行"
"偃","偃","11","yǎn","亻"
"厣","厴","11","yǎn","厂"
"掩","掩","11","yǎn","扌"
"眼","眼","11","yǎn","目"
"郾","郾","11","yǎn","阝"
"琰","琰","12","yǎn","王"
"罨","罨","13","yǎn","罒"
"魇","魘","15","yǎn","鬼"
"演","演","14","yǎn","氵"
"兖","兖","8","yǎn","亠"
"奄","奄","8","yǎn","大"
"俨","儼","9","yǎn","亻"
"兗","兗","8","yǎn",""
"匽","匽","9","yǎn","匚"
"剡","剡","10","yǎn","刂"
"咽","咽","9","yān","口"
"恹","恹","9","yān","忄"
"烟","煙","10","yān","火"
"胭","舉","10","yān","月"
"崦","崦","11","yān","山"
"淹","淹","11","yān","氵"
"焉","焉","11","yān","灬"
"菸","菸","11","yān","艹"
"阉","閹","11","yān","门"
"湮","湮","12","yān","氵"
"腌","腌","12","yān","月"
"鄢","鄢","13","yān","阝"
"嫣","嫣","14","yān","女"
"扬","損","6","yánɡ","扌"
"羊","羊","6","yánɡ","羊"
"阳","陽","6","yánɡ","阝"
"杨","楊","7","yánɡ","木"
"炀","煬","7","yánɡ","火"
"佯","佯","8","yánɡ","亻"
"氜","氜","5","yánɡ",""
"疡","瘍","8","yánɡ","疒"
"徉","徉","9","yánɡ","彳"
"昜","昜","5","yánɡ",""
"洋","洋","9","yánɡ","氵"
"昫","暘","7","yánɡ","日"
"烊","烊","10","yánɡ","火"
"蛘","蛘","12","yánɡ","虫"
"卬","卬","4","yánɡ","卩"
"謚","謚","5","yánɡ",""
"鹒","鹒","5","yánɡ",""
"漾","漾","14","yànɡ","氵"
"怏","怏","8","yànɡ","忄"
"恙","恙","10","yànɡ","心"
"样","様","10","yànɡ","木"
"羕","羕","10","yànɡ",""
"仰","仰","6","yǎnɡ","亻"
"养","餬","9","yǎnɡ","乺"
"氧","氧","10","yǎnɡ","气"
"痒","皐","11","yǎnɡ","疒"
"絛","絛","11","yǎnɡ",""
"秧","秧","10","yānɡ","禾"
"鸯","鴦","10","yānɡ","鸟"
"鞅","鞅","14","yānɡ","革"
"泱","泱","8","yānɡ","氵"
"殃","殃","9","yānɡ","歹"
"央","央","5","yānɡ","大"
"巆","巆","9","yáo",""
"爻","爻","4","yáo","爻"
"尧","堯","6","yáo","兀"
"肴","餻","8","yáo","月"
"垚","垚","6","yáo",""
"姚","姚","9","yáo","女"
"珧","珧","10","yáo","王"
"窑","竒","11","yáo","穴"
"谣","謡","12","yáo","讠"
"徭","徭","13","yáo","彳"
"摇","摇","13","yáo","扌"
"遥","遥","13","yáo","辶"
"鳐","鰩","18","yáo","鱼"
"瑶","瑶","14","yáo","王"
"飖","飖","14","yáo",""
"繇","繇","17","yáo","糸"
"轺","輚","9","yáo","车"
"铫","銚","11","yáo","钅"
"侥","僥","8","yáo","亻"
"曜","曜","18","yào","日"
"耀","燿","20","yào","羽"
"药","藥","9","yào","艹"
"要","要","9","yào","覀"
"鹞","鷂","15","yào","鸟"
"筼","筼","9","yào",""
"钥","鑰","9","yào","钅"
"杳","杳","8","yǎo","木"
"咬","齩","9","yǎo","口"
"窈","窈","10","yǎo","穴"
"舀","舀","10","yǎo","臼"
"崾","崾","10","yǎo",""
"腰","腰","13","yāo","月"
"邀","邀","16","yāo","辶"
"幺","幺","3","yāo","幺"
"夭","夭","4","yāo","大"
"吆","吆","6","yāo","口"
"妖","妖","7","yāo","女"
"爷","爺","6","yé","父"
"揶","揶","11","yé","扌"
"铘","鋣","11","yé","钅"
"鎢","鎢","8","yé",""
"靥","靨","15","yè","面"
"业","榠","5","yè","业"
"叶","葉","5","yè","口"
"曳","曳","6","yè","曰"
"页","頁","6","yè","页"
"邺","鄴","7","yè","阝"
"夜","亱","8","yè","夕"
"枼","枼","6","yè",""
"晔","曄","10","yè","日"
"烨","燁","10","yè","火"
"掖","掖","11","yè","扌"
"液","液","11","yè","氵"
"谒","謁","11","yè","讠"
"腋","腋","12","yè","月"
"冶","冶","7","yě","冫"
"野","野","11","yě","里"
"也","也","3","yě","乙"
"耶","耶","8","yē","耳"
"倻","倻","20","yē",""
"椰","椰","12","yē","木"
"噎","噎","15","yē","口"
"沂","沂","7","yí","氵"
"诒","詒","7","yí","讠"
"宜","宜","8","yí","宀"
"怡","怡","8","yí","忄"
"仪","儀","5","yí","亻"
"圯","圯","6","yí","土"
"夷","夷","6","yí","大"
"冝","冝","12","yí",""
"荑","荑","9","yí","艹"
"贻","賝","9","yí","贝"
"饴","飴","8","yí","饣"
"咦","咦","9","yí","口"
"姨","姨","9","yí","女"
"眙","眙","10","yí","目"
"胰","胰","10","yí","月"
"痍","痍","11","yí","疒"
"移","移","11","yí","禾"
"彝","彜","18","yí","彑"
"遗","遺","12","yí","辶"
"暆","暆","12","yí",""
"颐","顄","13","yí","页"
"疑","疑","14","yí","疋"
"嶷","嶷","17","yí","山"
"協","協","5","yí",""
"產","產","7","yí",""
"鉧","鉧","12","yí",""
"籮","籮","14","yí",""
"評","評","7","yì",""
"鈔","鈔","7","yì",""
"皕","皕","3","yì",""
"耴","耴","7","yì",""
"疫","疫","9","yì","疒"
"羿","羿","9","yì","羽"
"轶","輜","9","yì","车"
"绎","繹","8","yì","纟"
"诣","詣","8","yì","讠"
"驿","骯","8","yì","马"
"奕","奕","9","yì","大"
"弈","弈","9","yì","廾"
"泆","泆","8","yì",""
"译","譯","7","yì","讠"
"邑","邑","7","yì","邑"
"佾","佾","8","yì","亻"
"峄","巉","8","yì","山"
"怿","懌","8","yì","忄"
"易","易","8","yì","日"
"意","意","13","yì","心"
"溢","溢","13","yì","氵"
"悒","悒","10","yì","忄"
"挹","挹","10","yì","扌"
"益","益","10","yì","皿"
"谊","誼","10","yì","讠"
"埸","埸","11","yì","土"
"殹","殹","7","yì",""
"翊","翊","11","yì","羽"
"翌","翌","11","yì","羽"
"豙","豙","7","yì",""
"逸","逸","11","yì","辶"
"镒","鎰","15","yì","钅"
"薏","薏","16","yì","艹"
"翳","翳","17","yì","羽"
"翼","翼","17","yì","羽"
"臆","臆","17","yì","月"
"癔","癔","18","yì","疒"
"镱","鑟","18","yì","钅"
"缢","縪","13","yì","纟"
"蜴","蜴","14","yì","虫"
"肄","肄","13","yì","聿"
"裔","裔","13","yì","衣"
"瘗","瘗","14","yì","疒"
"毅","毅","15","yì","殳"
"熠","熠","15","yì","火"
"劓","劓","16","yì","刂"
"殪","殪","16","yì","歹"
"懿","懿","22","yì","心"
"义","義","3","yì","丶"
"亿","億","3","yì","亻"
"弋","弋","3","yì","弋"
"刈","刈","4","yì","刂"
"忆","憶","4","yì","忄"
"艺","藝","4","yì","艹"
"仡","仡","5","yì","亻"
"议","議","5","yì","讠"
"亦","亦","6","yì","亠"
"屹","屹","6","yì","山"
"异","異","6","yì","廾"
"佚","佚","7","yì","亻"
"呓","囈","7","yì","口"
"役","役","7","yì","彳"
"抑","抑","7","yì","扌"
"弇","弇","13","yì",""
"辥","辥","10","yì",""
"詔","詔","7","yì",""
"叕","叕","8","yǐ",""
"鴆","鴆","10","yǐ",""
"旖","旖","14","yǐ","方"
"顗","顗","10","yǐ",""
"齮","齮","10","yǐ",""
"舣","艤","9","yǐ","舟"
"蚁","蟻","9","yǐ","虫"
"倚","倚","10","yǐ","亻"
"扆","扆","10","yǐ",""
"椅","椅","12","yǐ","木"
"乙","乙","1","yǐ","乙"
"已","已","3","yǐ","己"
"以","以","4","yǐ","人"
"钇","釔","6","yǐ","钅"
"矣","矣","7","yǐ","矢"
"苡","苡","7","yǐ","艹"
"迤","迤","8","yǐ","辶"
"酏","酏","10","yǐ","酉"
"黟","黟","18","yī","黑"
"咿","吚","9","yī","口"
"猗","猗","11","yī","犭"
"衤","衤","6","yī",""
"伊","伊","6","yī","亻"
"衣","衣","6","yī","衣"
"医","醫","7","yī","匚"
"依","依","8","yī","亻"
"祎","禸","8","yī","礻"
"铱","銥","11","yī","钅"
"壹","壹","12","yī","士"
"揖","揖","12","yī","扌"
"欹","欹","12","yī","大"
"蛜","蛜","12","yī",""
"漪","漪","14","yī","氵"
"噫","噫","16","yī","口"
"一","一","1","yī","一"
"穎","穎","12","yī",""
"吟","唫","7","yín","口"
"犾","犾","7","yín",""
"垠","垠","9","yín","土"
"狺","狺","10","yín","犭"
"寅","寅","11","yín","宀"
"淫","滛","11","yín","氵"
"银","銀","11","yín","钅"
"鄞","鄞","13","yín","阝"
"夤","夤","14","yín","夕"
"訚","訚","11","yín",""
"誾","誾","11","yín",""
"龈","齦","14","yín","齿"
"霪","霪","19","yín","雨"
"印","印","5","yìn","卩"
"茚","茚","8","yìn","艹"
"胤","胤","9","yìn","月"
"獄","獄","11","yìn",""
"尹","尹","4","yǐn","尸"
"引","引","4","yǐn","弓"
"吲","吲","7","yǐn","口"
"饮","飲","7","yǐn","饣"
"蚓","蚓","10","yǐn","虫"
"隐","隱","11","yǐn","阝"
"檃","檃","11","yǐn",""
"瘾","癮","16","yǐn","疒"
"蒻","蒻","10","yīn",""
"闉","闉","10","yīn",""
"乚","乚","17","yīn",""
"因","因","6","yīn","囗"
"阴","陰","6","yīn","阝"
"侌","侌","6","yīn",""
"垔","垔","6","yīn",""
"姻","媋","9","yīn","女"
"洇","洇","9","yīn","氵"
"茵","茵","9","yīn","艹"
"荫","蔭","9","yīn","艹"
"音","音","9","yīn","音"
"殷","殷","10","yīn","殳"
"氤","氤","10","yīn","气"
"铟","銦","11","yīn","钅"
"喑","喑","12","yīn","口"
"堙","陻","12","yīn","土"
"赢","赼","17","yínɡ","贝"
"迎","迎","7","yínɡ","辶"
"茔","塴","8","yínɡ","艹"
"盈","盈","9","yínɡ","皿"
"荥","滎","9","yínɡ","艹"
"荧","熒","9","yínɡ","艹"
"莹","瑩","10","yínɡ","艹"
"萤","螢","11","yínɡ","艹"
"营","爄","11","yínɡ","艹"
"萦","縨","11","yínɡ","艹"
"楹","楹","13","yínɡ","木"
"滢","瀅","13","yínɡ","氵"
"蓥","鎣","13","yínɡ","艹"
"潆","瀠","14","yínɡ","氵"
"蝇","蠅","14","yínɡ","虫"
"嬴","嬴","16","yínɡ","女"
"瀛","瀛","19","yínɡ","氵"
"瀕","瀕","11","yínɡ",""
"夃","夃","5","yínɡ",""
"映","暎","9","yìnɡ","日"
"硬","硬","12","yìnɡ","石"
"媵","媵","13","yìnɡ","女"
"颍","穎","12","yǐnɡ","页"
"颖","穎","13","yǐnɡ","页"
"影","影","15","yǐnɡ","彡"
"瘿","癭","16","yǐnɡ","疒"
"郢","郢","9","yǐnɡ","阝"
"衝","衝","8","yīnɡ",""
"賏","賏","8","yīnɡ",""
"樱","櫻","15","yīnɡ","木"
"璎","瓔","15","yīnɡ","王"
"应","應","7","yīnɡ","广"
"英","英","8","yīnɡ","艹"
"莺","鴬","10","yīnɡ","艹"
"婴","嬰","11","yīnɡ","女"
"鹦","鹷","16","yīnɡ","鸟"
"膺","膺","17","yīnɡ","月"
"鹰","鹰","18","yīnɡ","鸟"
"瑛","瑛","12","yīnɡ","王"
"嘤","嚶","14","yīnɡ","口"
"撄","攖","14","yīnɡ","扌"
"缨","纓","14","yīnɡ","纟"
"罂","罌","14","yīnɡ","缶"
"譯","譯","11","yīnɡ",""
"哟","喲","9","yō","口"
"唷","唷","11","yō","口"
"喁","喁","12","yónɡ","口"
"用","用","5","yònɡ","用"
"佣","傭","7","yònɡ","亻"
"永","永","5","yǒnɡ","水"
"甬","甬","7","yǒnɡ","用"
"咏","詠","8","yǒnɡ","口"
"泳","泳","8","yǒnɡ","氵"
"俑","俑","9","yǒnɡ","亻"
"勇","勇","9","yǒnɡ","力"
"勈","勈","7","yǒnɡ",""
"埇","埇","7","yǒnɡ",""
"涌","湧","10","yǒnɡ","氵"
"恿","怺","11","yǒnɡ","心"
"蛹","蛹","13","yǒnɡ","虫"
"踊","踴","14","yǒnɡ","足"
"塵","塵","10","yǒnɡ",""
"饔","饔","22","yōnɡ","飠"
"拥","擁","8","yōnɡ","扌"
"痈","癰","10","yōnɡ","疒"
"邕","邕","10","yōnɡ","邑"
"庸","庸","11","yōnɡ","广"
"雍","雍","13","yōnɡ","隹"
"墉","墉","14","yōnɡ","土"
"慵","慵","14","yōnɡ","忄"
"壅","壅","16","yōnɡ","土"
"镛","镛","13","yōnɡ","钅"
"臃","臃","17","yōnɡ","月"
"雝","雝","7","yōnɡ",""
"鳙","鱥","19","yōnɡ","鱼"
"尣","尣","12","yóu",""
"疣","胾","9","yóu","疒"
"尢","尢","3","yóu","尢"
"尤","尤","4","yóu","尢"
"由","由","5","yóu","田"
"犹","猶","7","yóu","犭"
"邮","郵","7","yóu","阝"
"油","油","8","yóu","氵"
"莜","莜","10","yóu","艹"
"铀","鈾","10","yóu","钅"
"蚰","蚰","11","yóu","虫"
"游","游","12","yóu","氵"
"遊","遊","12","yóu",""
"鱿","魷","12","yóu","鱼"
"猷","猷","13","yóu","犬"
"莸","蕕","10","yóu","艹"
"蝣","蝣","15","yóu","虫"
"甴","甴","5","yóu",""
"蝤","蝤","15","yóu","虫"
"宮","宮","7","yòu",""
"又","又","2","yòu","又"
"右","右","5","yòu","口"
"幼","幼","5","yòu","幺"
"佑","佑","7","yòu","亻"
"侑","侑","8","yòu","亻"
"诱","誸","9","yòu","讠"
"迶","迶","7","yòu",""
"蚴","蚴","11","yòu","虫"
"柚","柚","9","yòu","木"
"囿","囿","9","yòu","囗"
"宥","宥","9","yòu","宀"
"釉","釉","12","yòu","采"
"鼬","鼬","18","yòu","鼠"
"脩","脩","10","yǒu","月"
"莠","莠","10","yǒu","艹"
"友","友","4","yǒu","又"
"有","有","6","yǒu","月"
"卣","卣","7","yǒu","卜"
"酉","酉","7","yǒu","酉"
"铕","鋌","11","yǒu","钅"
"牖","牖","15","yǒu","片"
"黝","黝","17","yǒu","黑"
"漢","漢","10","yōu",""
"懮","懮","10","yōu",""
"幽","幽","9","yōu","幺"
"悠","悠","11","yōu","心"
"优","優","6","yōu","亻"
"忧","憂","7","yōu","忄"
"攸","攸","7","yōu","攵"
"呦","呦","8","yōu","口"
"苧","苧","6","yú",""
"渝","渝","12","yú","氵"
"于","于","3","yú","二"
"邘","邘","5","yú","阝"
"余","余","7","yú","人"
"妤","妤","7","yú","女"
"欤","歟","7","yú","欠"
"玗","玗","7","yú",""
"於","於","8","yú","方"
"盂","盂","8","yú","皿"
"臾","臾","8","yú","臼"
"鱼","魚","8","yú","鱼"
"俞","俞","9","yú","人"
"禺","禺","9","yú","忄"
"竽","竽","9","yú","竹"
"舁","舁","9","yú","臼"
"娛","娛","9","yú",""
"娱","娱","10","yú","女"
"狳","狳","10","yú","犭"
"谀","諛","10","yú","讠"
"馀","馀","10","yú","饣"
"渔","漮","11","yú","氵"
"萸","萸","11","yú","艹"
"隅","隅","11","yú","阝"
"雩","雩","11","yú","雨"
"嵛","嵛","12","yú","山"
"愉","愉","12","yú","忄"
"揄","揄","12","yú","扌"
"腴","腴","12","yú","月"
"逾","逾","12","yú","辶"
"愚","愚","13","yú","心"
"榆","榆","13","yú","木"
"瑜","瑜","13","yú","王"
"艅","艅","12","yú",""
"虞","虞","13","yú","虍"
"觎","觗","13","yú","见"
"窬","窬","14","yú","穴"
"舆","輿","14","yú","臼"
"蝓","蝓","15","yú","虫"
"歲","歲","12","yú",""
"蟣","蟣","12","yú",""
"丂","丂","8","yú",""
"肀","肀","7","yù",""
"渦","渦","11","yù","氵"
"喻","喻","12","yù","口"
"寓","寓","12","yù","宀"
"御","御","12","yù","彳"
"矞","矞","12","yù",""
"裕","裕","12","yù","衤"
"遇","遇","12","yù","辶"
"鹆","鵲","12","yù","鸟"
"愈","瘉","13","yù","心"
"煜","煜","13","yù","火"
"峪","峪","10","yù","山"
"浴","浴","10","yù","氵"
"钰","鈺","10","yù","钅"
"预","頰","10","yù","页"
"域","域","11","yù","土"
"欲","慾","11","yù","欠"
"谕","謎","11","yù","讠"
"阈","閾","11","yù","门"
"玉","玉","5","yù","玉"
"驭","駍","5","yù","马"
"吁","吁","6","yù","口"
"聿","聿","6","yù","聿"
"芋","芋","6","yù","艹"
"妪","嫗","7","yù","女"
"饫","飫","7","yù","饣"
"育","育","8","yù","月"
"郁","郁","8","yù","阝"
"彧","彧","10","yù","彡"
"昱","昱","9","yù","日"
"狱","獄","9","yù","犭"
"蜮","魊","14","yù","虫"
"蓣","蕷","13","yù","艹"
"誉","譽","13","yù","言"
"毓","毓","14","yù","母"
"燠","燠","16","yù","火"
"鹬","鷸","17","yù","鸟"
"豫","豫","15","yù","豕"
"鬱","鬱","15","yù",""
"鬻","鬻","22","yù","鬲"
"予","予","4","yǔ","亅"
"与","與","3","yǔ","一"
"伛","傴","6","yǔ","亻"
"宇","宇","6","yǔ","宀"
"屿","巣","6","yǔ","山"
"羽","羽","6","yǔ","羽"
"雨","雨","8","yǔ","雨"
"俣","俣","9","yǔ","亻"
"禹","禹","9","yǔ","忄"
"语","誾","9","yǔ","讠"
"圄","圄","10","yǔ","囗"
"圉","圉","11","yǔ","囗"
